seed_id	annotation
fig|391904.5.peg.1339	hypothetical protein
fig|391904.5.peg.1340	hypothetical protein
fig|391904.5.peg.1341	hypothetical protein
fig|391904.5.peg.1342	hypothetical protein
fig|391904.5.peg.1343	hypothetical protein
fig|391904.5.peg.1344	hypothetical protein
fig|391904.5.peg.1345	hypothetical protein
fig|391904.5.peg.1346	hypothetical protein
fig|391904.5.peg.1347	Antitoxin HigA
fig|391904.5.peg.1348	Toxin HigB
fig|391904.5.peg.1349	hypothetical protein
fig|391904.5.peg.1350	hypothetical protein
fig|391904.5.peg.1351	hypothetical protein
fig|391904.5.peg.1352	hypothetical protein
fig|391904.5.peg.1353	hypothetical protein
fig|391904.5.peg.1354	hypothetical protein
fig|391904.5.peg.1355	hypothetical protein
fig|391904.5.peg.1356	DNA methylase
fig|391904.5.peg.1357	hypothetical protein
fig|391904.5.peg.1358	Phage integrase
fig|391904.5.peg.1359	hypothetical protein
fig|391904.5.peg.1360	DNA modification methylase
fig|391904.5.peg.1361	"Transposase, IS605 OrfB"
fig|391904.5.peg.1362	hypothetical protein
fig|391904.5.peg.1363	hypothetical protein
fig|391904.5.peg.1364	Toxin HigB / Protein kinase domain of HipA
fig|391904.5.peg.1365	hypothetical protein
fig|391904.5.peg.1366	hypothetical protein
fig|391904.5.peg.1367	Mobile element protein
fig|391904.5.peg.1368	hypothetical protein
fig|391904.5.peg.1369	hypothetical protein
fig|391904.5.peg.1370	hypothetical protein
fig|391904.5.peg.1371	hypothetical protein
fig|391904.5.peg.1372	FIG00672531: hypothetical protein
fig|391904.5.peg.1373	Division initiation protein
fig|391904.5.peg.1374	FIG025307: hypothetical protein
fig|391904.5.peg.1375	hypothetical protein
fig|391904.5.peg.1376	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
fig|391904.5.peg.1377	ATP phosphoribosyltransferase (EC 2.4.2.17)
fig|391904.5.peg.1378	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)
fig|391904.5.peg.1379	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
fig|391904.5.peg.1380	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)
fig|391904.5.peg.1381	Tryptophan synthase alpha chain (EC 4.2.1.20)
fig|391904.5.peg.1382	Tryptophan synthase beta chain (EC 4.2.1.20) / Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
fig|391904.5.peg.1383	protein of unknown function DUF159
fig|391904.5.peg.1384	Endonuclease IV (EC 3.1.21.2)
fig|391904.5.peg.1385	Amino acid permease
fig|391904.5.peg.1386	hypothetical protein
fig|391904.5.peg.1387	hypothetical protein
fig|391904.5.peg.1388	isopenicillin N epimerase
fig|391904.5.peg.1389	hypothetical protein
fig|391904.5.peg.1390	COG0454: Histone acetyltransferase HPA2 and related acetyltransferases
fig|391904.5.peg.1391	hypothetical protein
fig|391904.5.peg.1392	"N-acetyltransferase, GCN5-family"
fig|391904.5.peg.1393	Mobile element protein
fig|391904.5.peg.1394	Predicted sodium-dependent galactose transporter
fig|391904.5.peg.1395	FIG00547529: putative membrane protein
fig|391904.5.peg.1396	hypothetical protein
fig|391904.5.peg.1397	hypothetical protein
fig|391904.5.peg.1398	hypothetical protein
fig|391904.5.peg.1399	Mobile element protein
fig|391904.5.peg.1400	hypothetical protein
fig|391904.5.peg.1401	hypothetical protein
fig|391904.5.peg.1402	"ATPases with chaperone activity, ATP-binding subunit"
fig|391904.5.peg.1403	hypothetical protein
fig|391904.5.peg.1404	hypothetical protein
fig|391904.5.peg.1405	response regulator of two-component system
fig|391904.5.peg.1406	putative secreted protein
fig|391904.5.peg.1407	hypothetical protein
fig|391904.5.peg.1408	ATP-binding protein of ABC transporter system
fig|391904.5.peg.1409	Protein of unknown function DUF214
fig|391904.5.peg.1410	hypothetical protein
fig|391904.5.peg.1411	hypothetical protein
fig|391904.5.peg.1412	hypothetical protein
fig|391904.5.peg.1413	"RNA polymerase ECF-type sigma factor, putative"
fig|391904.5.peg.1414	putative transmembrane anti-sigma factor
fig|391904.5.peg.1415	hypothetical protein
fig|391904.5.peg.1416	hypothetical protein
fig|391904.5.peg.1417	hypothetical protein
fig|391904.5.peg.1418	ABC transporter related
fig|391904.5.peg.1419	hypothetical protein
fig|391904.5.peg.1420	hypothetical protein
fig|391904.5.peg.1421	putative integral membrane protein
fig|391904.5.peg.1422	hypothetical protein
fig|391904.5.peg.1423	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1424	Mobile element protein
fig|391904.5.peg.1425	IS30 family transposase
fig|391904.5.peg.1426	hypothetical protein
fig|391904.5.peg.1427	Mobile element protein
fig|391904.5.peg.1428	Two-component system response regulator
fig|391904.5.peg.1429	"two-component system, sensor protein"
fig|391904.5.peg.1430	"ABC transporter, permease protein"
fig|391904.5.peg.1431	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1432	Putative membrane-spanning protein
fig|391904.5.peg.1433	hypothetical protein
fig|391904.5.peg.1434	hypothetical protein
fig|391904.5.peg.1435	"Transcriptional regulator, MerR family"
fig|391904.5.peg.1436	hypothetical protein
fig|391904.5.peg.1437	hypothetical protein
fig|391904.5.peg.1438	ADP-ribose pyrophosphatase
fig|391904.5.peg.1439	"Inner membrane protein translocase component YidC, short form OxaI-like"
fig|391904.5.peg.1440	hypothetical protein
fig|391904.5.peg.1441	hypothetical protein
fig|391904.5.peg.1442	Amino acid permease
fig|391904.5.peg.1443	hypothetical protein
fig|391904.5.peg.1444	DUF488 family protein SAV0238
fig|391904.5.peg.1445	hypothetical protein
fig|391904.5.peg.1446	hypothetical protein
fig|391904.5.peg.1447	hypothetical protein
fig|391904.5.peg.1448	death-on-curing family protein
fig|391904.5.peg.1449	hypothetical protein
fig|391904.5.peg.1450	DUF488 family protein SAV0238
fig|391904.5.peg.1451	Putative helicase
fig|391904.5.peg.1452	Aspartate aminotransferase (EC 2.6.1.1) / Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)
fig|391904.5.peg.1453	NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)
fig|391904.5.peg.1454	possible alpha beta hydrolase
fig|391904.5.peg.1455	hypothetical protein
fig|391904.5.peg.1456	"Methionine biosynthesis and transport regulator MtaR, LysR family"
fig|391904.5.peg.1457	hypothetical protein
fig|391904.5.peg.1458	hypothetical protein
fig|391904.5.peg.1459	Orotate phosphoribosyltransferase (EC 2.4.2.10)
fig|391904.5.peg.1460	"Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)"
fig|391904.5.peg.1461	"Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)"
fig|391904.5.peg.1462	Orotidine 5&#39;-phosphate decarboxylase (EC 4.1.1.23)
fig|391904.5.peg.1463	Dihydroorotase (EC 3.5.2.3)
fig|391904.5.peg.1464	Aspartate carbamoyltransferase regulatory chain (PyrI)
fig|391904.5.peg.1465	Aspartate carbamoyltransferase (EC 2.1.3.2)
fig|391904.5.peg.1466	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)
fig|391904.5.peg.1467	Choloylglycine hydrolase (EC 3.5.1.24)
fig|391904.5.peg.1468	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"
fig|391904.5.peg.1469	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)
fig|391904.5.peg.1470	Phosphohistidine phosphatase SixA
fig|391904.5.peg.1471	tRNA (adenine(58)-N(1))-methyltransferase (EC 2.1.1.220)
fig|391904.5.peg.1472	hypothetical protein
fig|391904.5.peg.1473	Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety
fig|391904.5.peg.1474	hypothetical protein
fig|391904.5.peg.1475	Putative oxidoreductase
fig|391904.5.peg.1476	Putative oxidoreductase
fig|391904.5.peg.1477	Esterase/lipase
fig|391904.5.peg.1478	hypothetical protein
fig|391904.5.peg.1479	hypothetical protein
fig|391904.5.peg.1480	"RarD protein, DMT superfamily transporter"
fig|391904.5.peg.1481	hypothetical protein
fig|391904.5.peg.1482	hypothetical protein
fig|391904.5.peg.1483	COG1694: Predicted pyrophosphatase
fig|391904.5.peg.1484	hypothetical protein
fig|391904.5.peg.1485	hypothetical protein
fig|391904.5.peg.1486	"Thiol peroxidase, Bcp-type (EC 1.11.1.15)"
fig|391904.5.peg.1487	hypothetical protein
fig|391904.5.peg.1488	hypothetical protein
fig|391904.5.peg.1489	hypothetical protein
fig|391904.5.peg.1490	Cof-like hydrolase
fig|391904.5.peg.1491	probable ATP binding protein of ABC transporter
fig|391904.5.peg.1492	"Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type"
fig|391904.5.peg.1493	hypothetical protein
fig|391904.5.peg.1494	hypothetical protein
fig|391904.5.peg.1495	"ABC transporter, substrate-binding protein"
fig|391904.5.peg.1496	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)
fig|391904.5.peg.1497	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
fig|391904.5.peg.1498	COG1609: Transcriptional regulators
fig|391904.5.peg.1499	hypothetical protein
fig|391904.5.peg.1500	hypothetical protein
fig|391904.5.peg.1501	Glycerate kinase (EC 2.7.1.31)
fig|391904.5.peg.1502	"Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type"
fig|391904.5.peg.1503	Translation elongation factor LepA
fig|391904.5.peg.1504	SSU ribosomal protein S20p
fig|391904.5.peg.1505	hypothetical protein
fig|391904.5.peg.1506	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)
fig|391904.5.peg.1507	hypothetical protein
fig|391904.5.peg.1508	Phage integrase
fig|391904.5.peg.1509	hypothetical protein
fig|391904.5.peg.1510	hypothetical protein
fig|391904.5.peg.1511	hypothetical protein
fig|391904.5.peg.1512	hypothetical protein
fig|391904.5.peg.1513	hypothetical protein
fig|391904.5.peg.1514	hypothetical protein
fig|391904.5.peg.1515	hypothetical protein
fig|391904.5.peg.1516	hypothetical protein
fig|391904.5.peg.1517	hypothetical protein
fig|391904.5.peg.1518	hypothetical protein
fig|391904.5.peg.1519	hypothetical protein
fig|391904.5.peg.1520	hypothetical protein
fig|391904.5.peg.1521	hypothetical protein
fig|391904.5.peg.1522	hypothetical protein
fig|391904.5.peg.1523	hypothetical protein
fig|391904.5.peg.1524	hypothetical protein
fig|391904.5.peg.1525	hypothetical protein
fig|391904.5.peg.1526	hypothetical protein
fig|391904.5.peg.1527	hypothetical protein
fig|391904.5.peg.1528	hypothetical protein
fig|391904.5.peg.1529	hypothetical protein
fig|391904.5.peg.1530	hypothetical protein
fig|391904.5.peg.1531	hypothetical protein
fig|391904.5.peg.1532	hypothetical protein
fig|391904.5.peg.1533	hypothetical protein
fig|391904.5.peg.1534	hypothetical protein
fig|391904.5.peg.1535	hypothetical protein
fig|391904.5.peg.1536	hypothetical protein
fig|391904.5.peg.1537	hypothetical protein
fig|391904.5.peg.1538	hypothetical protein
fig|391904.5.peg.1539	hypothetical protein
fig|391904.5.peg.1540	hypothetical protein
fig|391904.5.peg.1541	hypothetical protein
fig|391904.5.peg.1542	DNA methyltransferase
fig|391904.5.peg.1543	Phage antirepressor protein
fig|391904.5.peg.1544	hypothetical protein
fig|391904.5.peg.1545	hypothetical protein
fig|391904.5.peg.1546	hypothetical protein
fig|391904.5.peg.1547	hypothetical protein
fig|391904.5.peg.1548	hypothetical protein
fig|391904.5.peg.1549	hypothetical protein
fig|391904.5.peg.1550	hypothetical protein
fig|391904.5.peg.1551	hypothetical protein
fig|391904.5.peg.1552	"transcriptional modulator of MazE/toxin, MazF"
fig|391904.5.peg.1553	hypothetical protein
fig|391904.5.peg.1554	hypothetical protein
fig|391904.5.peg.1555	hypothetical protein
fig|391904.5.peg.1556	hypothetical protein
fig|391904.5.peg.1557	hypothetical protein
fig|391904.5.peg.1558	hypothetical protein
fig|391904.5.peg.1559	hypothetical protein
fig|391904.5.peg.1560	hypothetical protein
fig|391904.5.peg.1561	hypothetical protein
fig|391904.5.peg.1562	hypothetical protein
fig|391904.5.peg.1563	hypothetical protein
fig|391904.5.peg.1564	hypothetical protein
fig|391904.5.peg.1565	hypothetical protein
fig|391904.5.peg.1566	hypothetical protein
fig|391904.5.peg.1567	hypothetical protein
fig|391904.5.peg.1568	hypothetical protein
fig|391904.5.peg.1569	hypothetical protein
fig|391904.5.peg.1570	hypothetical protein
fig|391904.5.peg.1571	hypothetical protein
fig|391904.5.peg.1572	hypothetical protein
fig|391904.5.peg.1573	hypothetical protein
fig|391904.5.peg.1574	hypothetical protein
fig|391904.5.peg.1575	hypothetical protein
fig|391904.5.peg.1576	Cell wall surface anchor family protein
fig|391904.5.peg.1577	hypothetical protein
fig|391904.5.peg.1578	hypothetical protein
fig|391904.5.peg.1579	COG0583: Transcriptional regulator
fig|391904.5.peg.1580	hypothetical protein
fig|391904.5.peg.1581	hypothetical protein
fig|391904.5.peg.1582	Mobile element protein
fig|391904.5.peg.1583	hypothetical protein
fig|391904.5.peg.1584	hypothetical protein
fig|391904.5.peg.1585	hypothetical protein
fig|391904.5.peg.1586	putative lysin
fig|391904.5.peg.1587	hypothetical protein
fig|391904.5.peg.1588	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
fig|391904.5.peg.1589	LSU ribosomal protein L25p
fig|391904.5.peg.1590	alpha/beta hydrolase
fig|391904.5.peg.1591	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)
fig|391904.5.peg.1592	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)
fig|391904.5.peg.1593	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)
fig|391904.5.peg.1594	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
fig|391904.5.peg.1595	GTP-binding protein Era
fig|391904.5.peg.1596	Magnesium and cobalt efflux protein CorC
fig|391904.5.peg.1597	"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"
fig|391904.5.peg.1598	"Phosphate starvation-inducible protein PhoH, predicted ATPase"
fig|391904.5.peg.1599	Bis(5&#39;-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)
fig|391904.5.peg.1600	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)
fig|391904.5.peg.1601	rRNA methylases
fig|391904.5.peg.1602	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)
fig|391904.5.peg.1603	PaaD-like protein (DUF59) involved in Fe-S cluster assembly
fig|391904.5.peg.1604	"Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2"
fig|391904.5.peg.1605	"Cysteine desulfurase (EC 2.8.1.7), SufS subfamily"
fig|391904.5.peg.1606	Iron-sulfur cluster assembly ATPase protein SufC
fig|391904.5.peg.1607	Iron-sulfur cluster assembly protein SufD
fig|391904.5.peg.1608	Iron-sulfur cluster assembly protein SufB
fig|391904.5.peg.1609	CTP synthase (EC 6.3.4.2)
fig|391904.5.peg.1610	3-dehydroquinate dehydratase II (EC 4.2.1.10)
fig|391904.5.peg.1611	Shikimate kinase I (EC 2.7.1.71) / 3-dehydroquinate synthase (EC 4.2.3.4)
fig|391904.5.peg.1612	Chorismate synthase (EC 4.2.3.5)
fig|391904.5.peg.1613	Permeases of the major facilitator superfamily
fig|391904.5.peg.1614	FIG004453: protein YceG like
fig|391904.5.peg.1615	Putative pre-16S rRNA nuclease
fig|391904.5.peg.1616	Alanyl-tRNA synthetase (EC 6.1.1.7)
fig|391904.5.peg.1617	hypothetical protein
fig|391904.5.peg.1618	Uncharacterized protein containing a divergent version of the methyl-accepting chemotaxis-like domain
fig|391904.5.peg.1619	Phosphoglycerate mutase family protein
fig|391904.5.peg.1620	hypothetical protein
fig|391904.5.peg.1621	hypothetical protein
fig|391904.5.peg.1622	hypothetical protein
fig|391904.5.peg.1623	cytidine deaminase
fig|391904.5.peg.1624	"Glutamine amidotransferase, class I"
fig|391904.5.peg.1625	"SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent"
fig|391904.5.peg.1626	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1627	"ABC transporter, permease protein"
fig|391904.5.peg.1628	hypothetical protein
fig|391904.5.peg.1629	ATP-dependent DNA helicase UvrD/PcrA
fig|391904.5.peg.1630	Xanthine phosphoribosyltransferase (EC 2.4.2.22)
fig|391904.5.peg.1631	Xanthine permease
fig|391904.5.peg.1632	"Transcriptional regulator, Cro/CI family"
fig|391904.5.peg.1633	hypothetical protein
fig|391904.5.peg.1634	hypothetical protein
fig|391904.5.peg.1635	Lactoylglutathione lyase and related lyases
fig|391904.5.peg.1636	Nicotinamidase (EC 3.5.1.19)
fig|391904.5.peg.1637	Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21)
fig|391904.5.peg.1638	hypothetical protein
fig|391904.5.peg.1639	hypothetical protein
fig|391904.5.peg.1640	hypothetical protein
fig|391904.5.peg.1641	COG2865: Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen
fig|391904.5.peg.1642	hypothetical protein
fig|391904.5.peg.1643	hypothetical protein
fig|391904.5.peg.1644	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)
fig|391904.5.peg.1645	hypothetical protein
fig|391904.5.peg.1646	hypothetical protein
fig|391904.5.peg.1647	hypothetical protein
fig|391904.5.peg.1648	hypothetical protein
fig|391904.5.peg.1649	Phosphate transport regulator (distant homolog of PhoU)
fig|391904.5.peg.1650	Probable low-affinity inorganic phosphate transporter
fig|391904.5.peg.1651	Cytoplasmic alpha-amylase (EC 3.2.1.1)
fig|391904.5.peg.1652	possible antibiotic efflux protein
fig|391904.5.peg.1653	hypothetical protein
fig|391904.5.peg.1654	ATP-dependent RNA helicase
fig|391904.5.peg.1655	Xanthine/uracil permease family
fig|391904.5.peg.1656	"Fructose-2,6-bisphosphatase"
fig|391904.5.peg.1657	hypothetical protein
fig|391904.5.peg.1658	Macrolide-efflux protein
fig|391904.5.peg.1659	Lactoylglutathione lyase
fig|391904.5.peg.1660	hypothetical protein
fig|391904.5.peg.1661	hypothetical protein
fig|391904.5.peg.1662	Ferrous iron transport protein B
fig|391904.5.peg.1663	Permeases of the major facilitator superfamily
fig|391904.5.peg.1664	putative integral membrane protein
fig|391904.5.peg.1665	hypothetical protein
fig|391904.5.peg.1666	"Lyzozyme M1 (1,4-beta-N-acetylmuramidase)"
fig|391904.5.peg.1667	hypothetical protein
fig|391904.5.peg.1668	hypothetical protein
fig|391904.5.peg.1669	hypothetical protein
fig|391904.5.peg.1670	hypothetical protein
fig|391904.5.peg.1671	hypothetical protein
fig|391904.5.peg.1672	hypothetical protein
fig|391904.5.peg.1673	hypothetical protein
fig|391904.5.peg.1674	hypothetical protein
fig|391904.5.peg.1675	IS30 family transposase
fig|391904.5.peg.1676	ABC transporter related
fig|391904.5.peg.1677	"Acetyltransferase, GNAT family"
fig|391904.5.peg.1678	hypothetical protein
fig|391904.5.peg.1679	Permeases of the major facilitator superfamily
fig|391904.5.peg.1680	"Tn5252, Orf23"
fig|391904.5.peg.1681	Mobile element protein
fig|391904.5.peg.1682	"prophage LambdaBa04, site-specific recombinase, phage integrase family"
fig|391904.5.peg.1683	hypothetical protein
fig|391904.5.peg.1684	"Transcriptional regulator, AcrR family"
fig|391904.5.peg.1685	hypothetical protein
fig|391904.5.peg.1686	hypothetical protein
fig|391904.5.peg.1687	hypothetical protein
fig|391904.5.peg.1688	"transcriptional modulator of MazE/toxin, MazF"
fig|391904.5.peg.1689	hypothetical protein
fig|391904.5.peg.1690	Methyltransferase
fig|391904.5.peg.1691	putative integral membrane protein
fig|391904.5.peg.1692	hypothetical protein
fig|391904.5.peg.1693	Excinuclease ABC subunit A paralog of unknown function
fig|391904.5.peg.1694	"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"
fig|391904.5.peg.1695	hypothetical protein
fig|391904.5.peg.1696	GTP-binding and nucleic acid-binding protein YchF
fig|391904.5.peg.1697	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
fig|391904.5.peg.1698	proline iminopeptidase
fig|391904.5.peg.1699	histidine kinase sensor of two-component system
fig|391904.5.peg.1700	Two-component system response regulator
fig|391904.5.peg.1701	"ABC transporter, permease protein"
fig|391904.5.peg.1702	possible ATP binding protein of ABC transporter
fig|391904.5.peg.1703	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
fig|391904.5.peg.1704	hypothetical protein
fig|391904.5.peg.1705	Pyridoxal kinase (EC 2.7.1.35)
fig|391904.5.peg.1706	hypothetical protein
fig|391904.5.peg.1707	MG(2+) CHELATASE FAMILY PROTEIN / ComM-related protein
fig|391904.5.peg.1708	hypothetical protein
fig|391904.5.peg.1709	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)
fig|391904.5.peg.1710	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)
fig|391904.5.peg.1711	"O-methyltransferase, family 3"
fig|391904.5.peg.1712	LOG family protein
fig|391904.5.peg.1713	Na+/H+ antiporter NhaA type
fig|391904.5.peg.1714	ATP-dependent Clp protease ATP-binding subunit ClpX
fig|391904.5.peg.1715	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
fig|391904.5.peg.1716	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
fig|391904.5.peg.1717	hypothetical protein
fig|391904.5.peg.1718	Chloride channel protein
fig|391904.5.peg.1719	Cell division trigger factor (EC 5.2.1.8)
fig|391904.5.peg.1720	Ribonuclease D (EC 3.1.26.3)
fig|391904.5.peg.1721	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
fig|391904.5.peg.1722	Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)
fig|391904.5.peg.1723	Pyruvate formate-lyase (EC 2.3.1.54)
fig|391904.5.peg.1724	hypothetical protein
fig|391904.5.peg.1725	NAD synthetase (EC 6.3.1.5)
fig|391904.5.peg.1726	"N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)"
fig|391904.5.peg.1727	Methionine ABC transporter permease protein
fig|391904.5.peg.1728	Methionine ABC transporter ATP-binding protein
fig|391904.5.peg.1729	Methionine ABC transporter substrate-binding protein
fig|391904.5.peg.1730	Fructose-6-phosphate phosphoketolase (EC 4.1.2.22) / Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9)
fig|391904.5.peg.1731	hypothetical protein
fig|391904.5.peg.1732	"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)"
fig|391904.5.peg.1733	hypothetical protein
fig|391904.5.peg.1734	hypothetical protein
fig|391904.5.peg.1735	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
fig|391904.5.peg.1736	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
fig|391904.5.peg.1737	Ribosomal silencing factor RsfA
fig|391904.5.peg.1738	Phosphoglycerate mutase (EC 5.4.2.1)
fig|391904.5.peg.1739	Phosphate acetyltransferase (EC 2.3.1.8)
fig|391904.5.peg.1740	Acetate kinase (EC 2.7.2.1)
fig|391904.5.peg.1741	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) ## AroF beta
fig|391904.5.peg.1742	hypothetical protein
fig|391904.5.peg.1743	hypothetical protein
fig|391904.5.peg.1744	hypothetical protein
fig|391904.5.peg.1745	Phage integrase family protein
fig|391904.5.peg.1746	"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)"
fig|391904.5.peg.1747	ADP-ribose pyrophosphatase (EC 3.6.1.13)
fig|391904.5.peg.1748	FIG137478: Hypothetical protein YbgI
fig|391904.5.peg.1749	DNA polymerase I (EC 2.7.7.7)
fig|391904.5.peg.1750	hypothetical protein
fig|391904.5.peg.1751	Pyruvate kinase (EC 2.7.1.40)
fig|391904.5.peg.1752	Integral membrane protein TerC
fig|391904.5.peg.1753	Excinuclease ABC subunit B
fig|391904.5.peg.1754	hypothetical protein
fig|391904.5.peg.1755	hypothetical protein
fig|391904.5.peg.1756	"ABC transporter, ATP-binding protein"
fig|391904.5.peg.1757	Dephospho-CoA kinase (EC 2.7.1.24)
fig|391904.5.peg.1758	SSU ribosomal protein S1p
fig|391904.5.peg.1759	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)
fig|391904.5.peg.1760	"Zinc ABC transporter, substrate-binding protein ZnuA"
fig|391904.5.peg.1761	"Zinc ABC transporter, ATP-binding protein ZnuC"
fig|391904.5.peg.1762	"Zinc ABC transporter, permease protein ZnuB"
fig|391904.5.peg.1763	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)"
fig|391904.5.peg.1764	CarD-like transcriptional regulator
fig|391904.5.peg.1765	FIG00425531: hypothetical protein
fig|391904.5.peg.1766	"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)"
fig|391904.5.peg.1767	"Response regulator receiver:Transcriptional regulatory protein, C-terminal"
fig|391904.5.peg.1768	histidine kinase sensor of two-component system
fig|391904.5.peg.1769	hypothetical protein
fig|391904.5.peg.1770	Phosphoglucomutase (EC 5.4.2.2)
fig|391904.5.peg.1771	hypothetical protein
fig|391904.5.peg.1772	hypothetical protein
fig|391904.5.peg.1773	putative glycosyl transferase domain protein
fig|391904.5.peg.1774	Sporulation regulatory protein WhiB
fig|391904.5.peg.1775	hypothetical protein
fig|391904.5.peg.1776	DNA translocase FtsK
fig|391904.5.peg.1777	WhiB-like transcription regulator
fig|391904.5.peg.1778	Signal transduction histidine kinase
fig|391904.5.peg.1779	"FIG01964566: Predicted membrane protein, hemolysin III homolog"
fig|391904.5.peg.1780	Transcription elongation factor GreA
fig|391904.5.peg.1781	"FK506-binding protein, peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)"
fig|391904.5.peg.1782	"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)"
fig|391904.5.peg.1783	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases
fig|391904.5.peg.1784	Phage integrase
fig|391904.5.peg.1785	hypothetical protein
fig|391904.5.peg.1786	hypothetical protein
fig|391904.5.peg.1787	hypothetical protein
fig|391904.5.peg.1788	hypothetical protein
fig|391904.5.peg.1789	hypothetical protein
fig|391904.5.peg.1790	hypothetical protein
fig|391904.5.peg.1791	hypothetical protein
fig|391904.5.peg.1792	hypothetical protein
fig|391904.5.peg.1793	hypothetical protein
fig|391904.5.peg.1794	Single-stranded DNA-binding protein
fig|391904.5.peg.1795	ParB domain-containing protein nuclease
fig|391904.5.peg.1796	hypothetical protein
fig|391904.5.peg.1797	hypothetical protein
fig|391904.5.peg.1798	hypothetical protein
fig|391904.5.peg.1799	COG1949: Oligoribonuclease (3&#39;->5&#39; exoribonuclease)
fig|391904.5.peg.1800	hypothetical protein
fig|391904.5.peg.1801	hypothetical protein
fig|391904.5.peg.1802	hypothetical protein
fig|391904.5.peg.1803	hypothetical protein
fig|391904.5.peg.1804	hypothetical protein
fig|391904.5.peg.1805	hypothetical protein
fig|391904.5.peg.1806	hypothetical protein
fig|391904.5.peg.1807	hypothetical protein
fig|391904.5.peg.1808	hypothetical protein
fig|391904.5.peg.1809	hypothetical protein
fig|391904.5.peg.1810	hypothetical protein
fig|391904.5.peg.1811	hypothetical protein
